sim,ind,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
REF_AZ130,vegetales,0.444475519,0.446687004,0.448909327,0.451142707,0.453387198,0.455642856,0.457909735,0.460187894,0.462477385,0.464778268,0.467090597,0.469414432,0.471749827,0.474096841,0.476455531,0.478825957,0.481208175,0.483602247,0.486008227,0.488426179,0.49085616,0.49329823,0.495752451,0.49821888,0.500697581,0.503188614,0.505692041
REF_AZ130,area_riego,0.609769142,0.632359408,0.64858236,0.666423612,0.685149143,0.700467242,0.71220357,0.718256791,0.718193805,0.714198281,0.707255873,0.699398786,0.688732466,0.693718426,0.70423824,0.713903579,0.724834848,0.734919189,0.744158177,0.752553381,0.760106357,0.766635166,0.772049601,0.776534673,0.779816668,0.781805348,0.782593952
REF_AZ130,area_cultivos,8.899955857,9.011145932,9.119310663,9.232534164,9.350691369,9.469499641,9.588993761,9.707481666,9.824839582,9.943360662,10.06297681,10.18355649,10.30525161,10.42660211,10.54843302,10.67127124,10.79494194,10.91965145,11.04541593,11.17225181,11.30017567,11.4292208,11.55941241,11.69075119,11.82327929,11.95702253,12.09199046
REF_AZ130,prod_azucar,0.521,0.549053846,0.577107692,0.605161538,0.633215385,0.661269231,0.689323077,0.717376923,0.745430769,0.773484615,0.801538462,0.829592308,0.857646154,0.8857,0.913753846,0.941807692,0.969861538,0.997915385,1.025969231,1.054023077,1.082076923,1.110130769,1.138184615,1.166238462,1.194292308,1.222346154,1.2504
REF_AZ130,prod_granos,2.842785,2.885426579,2.928707978,2.972638598,3.017228177,3.062486599,3.108423898,3.155050257,3.202376011,3.250411651,3.299167826,3.348655343,3.398885173,3.449868451,3.501616478,3.554140725,3.607452836,3.661564628,3.716488098,3.772235419,3.82881895,3.886251235,3.944545003,4.003713178,4.063768876,4.124725409,4.18659629
REF_AZ130,prod_oleoginosas,0.024101,0.024703219,0.0253208,0.02595382,0.026602665,0.027267732,0.027949425,0.028648161,0.029364365,0.030098474,0.030850936,0.031622209,0.032412764,0.033223083,0.034053661,0.034905002,0.035777627,0.036672068,0.037588869,0.038528591,0.039491806,0.040479101,0.041491079,0.042528356,0.043591565,0.044681354,0.045798387
REF_AZ130,elec_agr,167.3557194,171.540987,175.0716737,179.090054,183.3962921,187.4899611,191.4674688,194.9819342,198.0085763,200.7960088,203.4653257,206.6662798,209.2152938,212.3804892,215.8043065,219.142545,222.6517785,226.0936711,229.4703238,232.7950763,236.0382586,239.1523456,242.0273446,244.7708909,247.6305209,250.3966948,253.0850605
REF_AZ130,cap_acumulada_cogen,0,5.071103023,16.04751994,21.23254998,21.23254998,21.23254998,26.88468638,33.97692247,41.23719332,47.55380095,54.33868243,61.05460442,67.83765602,74.62070762,81.40375922,88.18681082,94.96986242,101.7529143,108.5359659,115.3190175,122.1020691,128.8851207,135.6854071,142.4698407,149.2543912,157.5224844,164.3415642
REF_AZ130,prod_elec_bio,451.9862401,475.4778488,501.2005551,525.8058704,550.9037321,574.3705362,595.2898165,619.4909471,646.2029357,669.4429985,694.4059344,719.1151546,744.071358,769.0275615,793.9837649,818.9399684,843.8961718,868.8523761,893.8085796,918.764783,943.7209865,968.6771899,993.696804,1018.658092,1043.61981,1073.848372,1098.93713
REF_LIM0.30,dem_sub,402.0559428,403.4057733,404.7111548,406.195416,407.6572103,409.1966133,410.530022,411.981926,413.397265,413.8605433,413.9340037,416.6968925,415.3703159,417.6387064,420.3790951,423.1819085,426.8049548,428.7808548,430.8522018,432.7971675,434.8333793,435.4724627,435.0525527,435.2844328,435.3508243,434.7396653,433.6609926
REF_LIM0.30,dem_sup,246.7922135,249.394499,252.0295572,254.0812374,256.1370068,258.056689,259.2848934,260.2877733,261.0063399,261.6540488,262.280185,261.9591664,262.6638225,264.3630144,268.1361934,271.9441938,276.0656998,280.1391821,283.8725184,286.521108,288.6889819,291.8842443,295.8336584,298.8479962,301.7082736,304.5809761,307.2883114
REF_LIM0.30,dem_sub_alm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REF_LIM0.30,dem_riego,381.1191075,381.582346,381.8807682,381.7170134,381.4760508,381.129111,380.1712404,379.0293393,377.5067949,374.9479059,371.924845,370.5303952,366.0061684,366.0150208,368.4635085,370.9989286,374.5956958,376.4119231,377.9078714,378.179063,377.9329799,377.288917,376.2854661,374.9561914,373.198943,370.7447551,367.5585828
REF_LIM0.30,dem_riego_sub,278.680644,278.597847,278.424961,278.273276,278.140294,278.033672,277.918847,277.837816,277.694205,276.596357,275.15591,276.2024787,273.1898459,273.8157564,274.9148151,275.9584848,277.853746,278.016491,278.202853,278.441705,278.555248,277.3396727,275.0068077,273.2831953,271.3894193,268.882529,265.8090214
REF_LIM0.30,dem_riego_sup,102.4384635,102.984499,103.4558072,103.4437374,103.3357568,103.095439,102.2523934,101.1915233,99.81258987,98.35154885,96.768935,94.32791644,92.81632247,92.19926437,93.54869345,95.04044379,96.74194984,98.39543214,99.70501842,99.73735803,99.3777319,99.94924433,101.2786584,101.6729962,101.8095236,101.8622261,101.7495614
REF_LIM0.30,demanda_no_agricola,267.7290488,271.2179263,274.8599438,278.55964,282.3181663,286.1241913,289.643675,293.24036,296.89681,300.5666863,304.2893438,308.1256638,312.02797,315.9867,320.05178,324.1271738,328.2749588,332.5081138,336.8168488,341.1392125,345.5893813,350.06779,354.600745,359.1762375,363.860155,368.5758863,373.3907212
REF_LIM0.30,demanda_total,648.8481562,652.8002722,656.740712,660.2766534,663.794217,667.2533023,669.8149154,672.2696993,674.4036049,675.5145921,676.2141887,678.6560589,678.0341384,682.0017208,688.5152885,695.1261023,702.8706546,708.9200369,714.7247202,719.3182755,723.5223611,727.356707,730.8862111,734.1324289,737.059098,739.3206413,740.949304
REF_LIM0.30,frijoles,1.694489522,1.725873614,1.751632917,1.777776682,1.804310662,1.831240664,1.858572619,1.886312512,1.914466445,1.943040553,1.972041152,2.001474617,2.031347376,2.061665992,2.092437115,2.123667525,2.155364053,2.187533661,2.220183427,2.253320496,2.286952147,2.32108576,2.355728826,2.390888953,2.426573858,2.462791385,2.499549478
REF_LIM0.30,cafe,1.366712277,1.393914418,1.42165401,1.449945659,1.478800285,1.508229147,1.538243659,1.568855474,1.600076471,1.631918786,1.664394797,1.697517077,1.731298505,1.765752196,1.800891544,1.836730203,1.873282042,1.91056128,1.948582416,1.987360159,2.026909601,2.067246132,2.108385363,2.150343278,2.193136174,2.236780669,2.281293715
REF_LIM0.30,otros_cultivos,7.950614112,8.069281236,8.189718267,8.311952869,8.436011861,8.561922486,8.689712383,8.819409588,8.95104257,9.084640195,9.220231873,9.35784726,9.497516634,9.639270596,9.783140299,9.929157317,10.07735371,10.22776198,10.38041515,10.53534672,10.69259068,10.85218159,11.01415443,11.17854481,11.34538878,11.5147229,11.68658445
REF_LIM0.30,bosque,31.89826305,32.1975276,32.40951913,32.68786944,33.03512076,33.45401425,33.94719027,34.51848821,34.93989728,34.94218031,34.93419595,33.5813476,33.26032076,32.97384159,31.9185525,30.78524694,29.64823841,29.05621145,28.21435323,27.45434579,26.69723834,25.86773941,25.19192344,24.40484295,23.69770855,22.9547011,22.21419365
REF_LIM0.30,granos_pacifico,0.738657734,0.760674914,0.789874914,0.826774914,0.871974914,0.926074914,0.989774914,1.063774914,1.148774914,1.165354441,1.122879527,1.060379527,0.989079527,0.908479527,1.00775397,1.14315397,1.28865397,1.44505397,1.61325397,1.545074443,1.531174443,1.517974443,1.922874443,1.910874443,2.1971,1.9502,1.707145852
REF_LIM0.30,granos_otros,6.261305171,6.308938873,6.350083296,6.384227656,6.410778918,6.429144138,6.438630396,6.438544882,6.42819482,6.487008027,6.605625855,6.745026409,6.893992125,7.053030663,7.032975223,6.977582472,6.912885817,6.838093184,6.752312554,6.903731546,7.001699275,7.099803501,6.78065252,6.879254783,6.680493209,7.01572746,7.347994823
REF_LIM0.30,pastos_pacifico,2.067285782,0.217867468,0,0,0,0,0,0,0,0,0.078173671,1.9367,1.8399,1.7479,1.6605,1.5775,1.464213527,0.766447271,0.441124459,0.496049914,0.701386622,0.5311426,0,0,0,0,0
REF_LIM0.30,pastos_otros,19.30332417,19.14286728,18.95846728,18.75116728,18.52216728,18.27246728,18.00336728,17.71546728,17.40986728,17.08756728,16.6921,15.8576,15.94087186,15.98048135,16.78106476,17.6498275,18.54756041,19.47984339,20.28510542,20.6239296,20.8042419,21.42722713,22.25125528,22.64995416,22.96237074,23.30501047,23.63941951
REF_LIM0.30,oleag_riego,0.149773074,0.150632172,0.149455124,0.146296376,0.140881101,0.13293454,0.122367143,0.108811682,0.092178733,0.07237896,0.050122441,0.029276794,0.006385581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REF_LIM0.30,oleag_secano,0.233823913,0.240763303,0.250063303,0.261663303,0.275863303,0.292963303,0.313063303,0.336563303,0.363563303,0.394163303,0.4276,0.4597,0.4942,0.511068498,0.521239026,0.531611931,0.542191272,0.552981157,0.563985748,0.57520935,0.586656299,0.598331057,0.610238147,0.622382191,0.634767907,0.647400104,0.660283676
REF_LIM0.30,otros_suelos,0.763954632,0.779233724,0.794818399,0.810714767,0.826929062,0.843467643,0.860336997,0.877543737,0.895094611,0.912996503,0.931256433,0.949881562,0.968879193,0.988256777,1.008021913,1.028182351,1.048745998,1.069720918,1.091115337,1.112937643,1.135196396,1.157900323,1.181058329,1.204679497,1.228773087,1.253348549,1.27841552
REF_LIM0.30,permanentes,0.572678991,0.58122718,0.589902212,0.598706722,0.607642643,0.616711937,0.625916592,0.635258632,0.644740103,0.65436309,0.664129702,0.674042088,0.684102416,0.6943129,0.704675779,0.715193328,0.725867855,0.736701704,0.747697252,0.758856913,0.770183135,0.781678405,0.793345247,0.805186221,0.817203926,0.829401,0.84178012
REF_LIM0.30,canha_riego,0.459996068,0.467808762,0.470256035,0.472076005,0.47479233,0.478470131,0.48234541,0.487241924,0.492882663,0.498266869,0.503914577,0.506349213,0.509112775,0.512099654,0.51334892,0.514472329,0.517286591,0.519339627,0.520014639,0.519163073,0.517566835,0.515043244,0.512283349,0.508681655,0.504738012,0.49957958,0.493298995
REF_LIM0.30,canha_secano_pacifico,0.024551748,0.025322148,0.026222148,0.027222148,0.028522148,0.030122148,0.031922148,0.033822148,0.036122148,0.038722148,0.041522148,0.044822148,0.048422148,0.052422148,0.056722148,0.0615,0.0661,0.0711,0.0765,0.0823,0.0884,0.095,0.1022,0.1099,0.1182,0.1271,0.1366
REF_LIM0.30,canha_secano_otros,0.014693639,0.015173103,0.015673103,0.016373103,0.017373103,0.018373103,0.019573103,0.021073103,0.022773103,0.024773103,0.026873103,0.030773103,0.034973103,0.039473103,0.044373103,0.0495,0.0532,0.0572,0.0615,0.0661,0.0711,0.0765,0.0823,0.0884,0.095,0.1022,0.1099
REF_LIM0.30,vegetales,0.444475519,0.446687004,0.448909327,0.451142707,0.453387198,0.455642856,0.457909735,0.460187894,0.462477385,0.464778268,0.467090597,0.469414432,0.471749827,0.474096841,0.476455531,0.478825957,0.481208175,0.483602247,0.486008227,0.488426179,0.49085616,0.49329823,0.495752451,0.49821888,0.500697581,0.503188614,0.505692041
REF_LIM0.30,area_riego,0.609769142,0.618440934,0.619711159,0.61837238,0.61567343,0.611404671,0.604712552,0.596053606,0.585061396,0.570645829,0.554037019,0.535626006,0.515498356,0.512099654,0.51334892,0.514472329,0.517286591,0.519339627,0.520014639,0.519163073,0.517566835,0.515043244,0.512283349,0.508681655,0.504738012,0.49957958,0.493298995
REF_LIM0.30,area_cultivos,8.899955857,8.997227459,9.090439462,9.184482933,9.281215657,9.380437069,9.481502744,9.585278481,9.691707173,9.79980821,9.909757952,10.01978371,10.1320175,10.24498333,10.3575437,10.47183999,10.58739368,10.70407189,10.82127239,10.9388615,11.05763615,11.17762888,11.29964616,11.42289817,11.54820064,11.67479676,11.80269551
REF_LIM0.30,prod_azucar,0.521,0.532,0.543,0.553,0.564,0.576,0.587,0.599,0.611,0.623,0.636,0.648,0.661,0.675,0.688,0.702,0.716,0.73,0.745,0.76,0.775,0.79,0.806,0.822,0.839,0.856,0.873
REF_LIM0.30,prod_granos,2.842785,2.885426579,2.928707978,2.972638598,3.017228177,3.062486599,3.108423898,3.155050257,3.202376011,3.250411651,3.299167826,3.348655343,3.398885173,3.449868451,3.501616478,3.554140725,3.607452836,3.661564628,3.716488098,3.772235419,3.82881895,3.886251235,3.944545003,4.003713178,4.063768876,4.124725409,4.18659629
REF_LIM0.30,prod_oleoginosas,0.024101,0.024703219,0.0253208,0.02595382,0.026602665,0.027267732,0.027949425,0.028648161,0.029364365,0.030098474,0.030850936,0.031622209,0.032412764,0.033223083,0.034053661,0.034905002,0.035777627,0.036672068,0.037588869,0.038528591,0.039491806,0.040479101,0.041491079,0.042528356,0.043591565,0.044681354,0.045798387
REF_LIM0.30,elec_agr,166.7361288,168.3609111,169.9749157,171.6565719,173.3562539,175.0901883,176.8697076,178.6727728,180.4839794,182.1397931,183.7558868,185.9006312,187.2499914,189.3520493,191.600403,193.8555635,196.3194554,198.450629,200.6221178,202.8319376,205.0415668,207.0463203,208.8532981,210.8083383,212.7517899,214.6117424,216.403767
REF_LIM0.30,cap_acumulada_cogen,0,0,6.947541462,13.21427015,18.80487632,24.03605501,26.82568028,28.94453683,28.97161816,28.97161816,28.97161816,28.97161816,28.97161816,28.97161816,28.97161816,29.46701869,33.16524565,36.86347262,40.60129509,44.22809813,47.85490117,51.48170421,55.36752902,59.23750066,63.97793654,68.4743139,72.60652296
REF_LIM0.30,prod_elec_bio,451.9862401,461.1876467,470.671618,480.41256,490.8415328,502.1816696,512.0069249,522.5208953,532.3890125,544.1994276,555.0738173,565.1117155,575.9861052,587.6969864,598.5713761,607.4746726,619.1374012,630.8001297,643.8633389,657.2070727,670.5508064,683.8945402,698.1912668,712.4296665,729.8706781,746.2223428,761.4255664
INC_DEM_NAGR,dem_sub,405.1538958,419.3064103,425.9712265,431.7798429,437.2250283,442.4889588,445.4348414,447.9031807,449.369949,450.7960502,451.8589923,455.3784161,454.9854528,458.0962844,461.8697143,465.8797949,470.6162342,475.1548973,479.8636825,484.1227575,488.1616834,490.9841883,493.4915185,495.6186215,498.5334693,500.8318365,502.7187101
INC_DEM_NAGR,dem_sup,246.7670565,249.369342,252.0044003,254.0560805,256.1118498,258.0315321,259.2597364,260.2626164,260.9811829,261.6288919,262.280185,263.8068057,264.6579598,266.422843,269.5185577,272.4506194,275.5959352,278.5796804,281.5022012,284.449851,287.27561,290.9605293,294.9099433,298.753603,301.7082736,304.5809761,307.2883114
INC_DEM_NAGR,dem_sub_alm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC_DEM_NAGR,dem_riego,384.1919036,388.6662386,392.3413755,394.4936284,396.1761181,397.4786722,396.0395066,393.7686271,390.1539294,386.3620459,382.1394261,381.1017643,375.3506038,373.9633649,374.3882633,374.8276518,376.1083606,376.8902564,377.6766438,377.959316,377.7384885,377.0765051,376.2500056,374.8617983,373.198943,370.7447551,367.5585828
INC_DEM_NAGR,dem_riego_sub,281.7785971,285.7068966,288.9107252,291.0750479,292.8655183,294.4083901,293.8122702,292.6022607,290.3664965,288.035654,285.3704911,284.9262086,280.5401441,279.7042719,279.4572056,279.2807824,279.8361755,280.054326,280.3419425,280.293215,279.7741284,278.0509758,275.8950623,273.2831953,271.3894193,268.882529,265.8090214
INC_DEM_NAGR,dem_riego_sup,102.4133065,102.959342,103.4306503,103.4185805,103.3105998,103.0702821,102.2272364,101.1663664,99.78743291,98.32639189,96.768935,96.17555569,94.81045979,94.25909301,94.9310577,95.54686936,96.27218519,96.83593036,97.33470124,97.66610098,97.96436005,99.02552926,100.3549433,101.578603,101.8095236,101.8622261,101.7495614
INC_DEM_NAGR,demanda_no_agricola,267.7290488,280.0095138,285.6342513,291.342295,297.16076,303.0418188,308.6550713,314.39717,320.1972025,326.0628963,331.9997513,338.0834575,344.2928088,350.5557625,357.0000088,363.5027625,370.1038088,376.8443213,383.68924,390.6132925,397.698805,404.8682125,412.1514563,419.5104263,427.0428,434.6680575,442.4484388
INC_DEM_NAGR,demanda_total,651.9209524,668.6757524,677.9756267,685.8359234,693.3368781,700.5204909,704.6945779,708.1657971,710.3511319,712.4249421,714.1391773,719.1852218,719.6434126,724.5191274,731.388272,738.3304143,746.2121694,753.7345776,761.3658838,768.5726085,775.4372935,781.9447176,788.4014618,794.3722245,800.241743,805.4128126,810.0070215
INC_DEM_NAGR,frijoles,1.694489522,1.725873614,1.751632917,1.777776682,1.804310662,1.831240664,1.858572619,1.886312512,1.914466445,1.943040553,1.972041152,2.001474617,2.031347376,2.061665992,2.092437115,2.123667525,2.155364053,2.187533661,2.220183427,2.253320496,2.286952147,2.32108576,2.355728826,2.390888953,2.426573858,2.462791385,2.499549478
INC_DEM_NAGR,cafe,1.366712277,1.393914418,1.42165401,1.449945659,1.478800285,1.508229147,1.538243659,1.568855474,1.600076471,1.631918786,1.664394797,1.697517077,1.731298505,1.765752196,1.800891544,1.836730203,1.873282042,1.91056128,1.948582416,1.987360159,2.026909601,2.067246132,2.108385363,2.150343278,2.193136174,2.236780669,2.281293715
INC_DEM_NAGR,otros_cultivos,7.950614112,8.069281236,8.189718267,8.311952869,8.436011861,8.561922486,8.689712383,8.819409588,8.95104257,9.084640195,9.220231873,9.35784726,9.497516634,9.639270596,9.783140299,9.929157317,10.07735371,10.22776198,10.38041515,10.53534672,10.69259068,10.85218159,11.01415443,11.17854481,11.34538878,11.5147229,11.68658445
INC_DEM_NAGR,bosque,31.89169768,32.05732825,32.11771978,32.22207009,32.37152141,32.5673149,32.81029092,33.10258886,33.44514717,33.84090335,34.32569424,32.69083823,32.37197777,32.06089048,31.28528303,30.51277558,29.74356814,28.97736068,28.21435323,27.45434579,26.69723834,25.94313089,25.19192344,24.44351599,23.69770855,22.9547011,22.21419365
INC_DEM_NAGR,granos_pacifico,0.735723751,0.757740931,0.786940931,0.823840931,0.869040931,0.923140931,0.986840931,1.060840931,1.145840931,1.242740931,1.3517,1.2892,1.2179,1.1373,1.0469,0.9462,1.0917,1.226826291,1.395026291,1.246526291,1.440926291,1.813826291,2.218726291,2.206726291,2.195326291,2.184526291,1.917126291
INC_DEM_NAGR,granos_otros,6.264239154,6.311872857,6.353017279,6.38716164,6.413712902,6.432078122,6.44156438,6.441478865,6.431128804,6.409621538,6.376805383,6.516205936,6.665171652,6.82421019,6.993829193,7.174536442,7.109839787,7.056320863,6.970540232,7.202279698,7.091947426,6.803951652,6.484800672,6.583402934,6.682266918,6.781401168,7.138014384
INC_DEM_NAGR,pastos_pacifico,3.387192516,3.2467327,3.082882308,2.894872958,2.678190885,2.430549277,2.153334734,1.840528124,1.49058683,1.097603641,0.672764764,1.9367,1.8399,1.7479,1.6605,1.5775,1.4986,1.4237,1.3525,1.2849,1.2207,0.834198785,0.378447668,0,0,0,0
INC_DEM_NAGR,pastos_otros,19.29301732,19.13256043,18.94816043,18.74086043,18.51186043,18.26216043,17.99306043,17.70516043,17.39956043,17.07726043,16.6921,16.73434905,16.81762091,16.88414424,17.40716932,17.91705847,18.41484455,18.90066032,19.37372988,19.83507951,20.28492852,21.04877947,21.87280761,22.61128112,22.96237074,23.30501047,23.63941951
INC_DEM_NAGR,oleag_riego,0.149773074,0.150632172,0.149455124,0.146296376,0.140881101,0.13293454,0.122367143,0.108811682,0.092178733,0.07237896,0.050122441,0.029276794,0.006385581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC_DEM_NAGR,oleag_secano,0.233823913,0.240763303,0.250063303,0.261663303,0.275863303,0.292963303,0.313063303,0.336563303,0.363563303,0.394163303,0.4276,0.4597,0.4942,0.511068498,0.521239026,0.531611931,0.542191272,0.552981157,0.563985748,0.57520935,0.586656299,0.598331057,0.610238147,0.622382191,0.634767907,0.647400104,0.660283676
INC_DEM_NAGR,otros_suelos,0.763954632,0.779233724,0.794818399,0.810714767,0.826929062,0.843467643,0.860336997,0.877543737,0.895094611,0.912996503,0.931256433,0.949881562,0.968879193,0.988256777,1.008021913,1.028182351,1.048745998,1.069720918,1.091115337,1.112937643,1.135196396,1.157900323,1.181058329,1.204679497,1.228773087,1.253348549,1.27841552
INC_DEM_NAGR,permanentes,0.572678991,0.58122718,0.589902212,0.598706722,0.607642643,0.616711937,0.625916592,0.635258632,0.644740103,0.65436309,0.664129702,0.674042088,0.684102416,0.6943129,0.704675779,0.715193328,0.725867855,0.736701704,0.747697252,0.758856913,0.770183135,0.781678405,0.793345247,0.805186221,0.817203926,0.829401,0.84178012
INC_DEM_NAGR,canha_riego,0.459996068,0.467808762,0.475382292,0.481551446,0.488103912,0.495300346,0.499442756,0.50371655,0.507352792,0.512247038,0.517825193,0.520109529,0.520706718,0.521387864,0.520513829,0.519712733,0.520286258,0.520120723,0.520014639,0.519163073,0.517566835,0.515043244,0.512283349,0.508681655,0.504738012,0.49957958,0.493298995
INC_DEM_NAGR,canha_secano_pacifico,0.024551748,0.025322148,0.026222148,0.027222148,0.028522148,0.030122148,0.031922148,0.033822148,0.036122148,0.038722148,0.041522148,0.044822148,0.048422148,0.052422148,0.056722148,0.0615,0.0661,0.0711,0.0765,0.0823,0.0884,0.095,0.1022,0.1099,0.1182,0.1271,0.1366
INC_DEM_NAGR,canha_secano_otros,0.014693639,0.015173103,0.015673103,0.016373103,0.017373103,0.018373103,0.019573103,0.021073103,0.022773103,0.024773103,0.026873103,0.030773103,0.034973103,0.039473103,0.044373103,0.0495,0.0532,0.0572,0.0615,0.0661,0.0711,0.0765,0.0823,0.0884,0.095,0.1022,0.1099
INC_DEM_NAGR,vegetales,0.444475519,0.446687004,0.448909327,0.451142707,0.453387198,0.455642856,0.457909735,0.460187894,0.462477385,0.464778268,0.467090597,0.469414432,0.471749827,0.474096841,0.476455531,0.478825957,0.481208175,0.483602247,0.486008227,0.488426179,0.49085616,0.49329823,0.495752451,0.49821888,0.500697581,0.503188614,0.505692041
INC_DEM_NAGR,area_riego,0.609769142,0.618440934,0.624837416,0.627847821,0.628985013,0.628234885,0.621809899,0.612528233,0.599531526,0.584625998,0.567947635,0.549386323,0.5270923,0.521387864,0.520513829,0.519712733,0.520286258,0.520120723,0.520014639,0.519163073,0.517566835,0.515043244,0.512283349,0.508681655,0.504738012,0.49957958,0.493298995
INC_DEM_NAGR,area_cultivos,8.899955857,8.997227459,9.095565719,9.193958374,9.294527239,9.397267284,9.49860009,9.601753108,9.706177303,9.813788379,9.923668568,10.03354403,10.14361145,10.25427154,10.36470861,10.47708039,10.59039335,10.70485299,10.82127239,10.9388615,11.05763615,11.17762888,11.29964616,11.42289817,11.54820064,11.67479676,11.80269551
INC_DEM_NAGR,prod_azucar,0.521,0.532,0.543,0.553,0.564,0.576,0.587,0.599,0.611,0.623,0.636,0.648,0.661,0.675,0.688,0.702,0.716,0.73,0.745,0.76,0.775,0.79,0.806,0.822,0.839,0.856,0.873
INC_DEM_NAGR,prod_granos,2.842785,2.885426579,2.928707978,2.972638598,3.017228177,3.062486599,3.108423898,3.155050257,3.202376011,3.250411651,3.299167826,3.348655343,3.398885173,3.449868451,3.501616478,3.554140725,3.607452836,3.661564628,3.716488098,3.772235419,3.82881895,3.886251235,3.944545003,4.003713178,4.063768876,4.124725409,4.18659629
INC_DEM_NAGR,prod_oleoginosas,0.024101,0.024703219,0.0253208,0.02595382,0.026602665,0.027267732,0.027949425,0.028648161,0.029364365,0.030098474,0.030850936,0.031622209,0.032412764,0.033223083,0.034053661,0.034905002,0.035777627,0.036672068,0.037588869,0.038528591,0.039491806,0.040479101,0.041491079,0.042528356,0.043591565,0.044681354,0.045798387
INC_DEM_NAGR,elec_agr,167.3557194,169.7827211,172.0720685,174.2169263,176.3012987,178.3651319,180.0483922,181.6256617,183.0184377,184.4276525,185.798803,187.6453772,188.720051,190.5297524,192.5088811,194.520023,196.7159413,198.858196,201.0499357,203.2022396,205.2853429,207.1885809,209.030949,210.8083383,212.7517899,214.6117424,216.403767
INC_DEM_NAGR,cap_acumulada_cogen,0,0,0,0,0,0,1.961482035,4.862924468,7.868951481,10.60676177,14.04170873,17.14796876,20.29119806,23.67621423,26.81944353,30.20445971,33.58947588,36.97449205,40.60129509,44.22809813,47.85490117,51.48170421,55.36752902,59.23750066,63.97793654,68.4743139,72.60652296
INC_DEM_NAGR,prod_elec_bio,451.9862401,461.1876467,470.3890534,478.7539686,487.9553752,497.9932734,506.5366847,517.2116717,528.2714463,536.9054048,547.7378535,557.5738607,569.1384299,581.5925814,593.1571507,605.6113022,618.0654537,630.5196052,643.8633389,657.2070727,670.5508064,683.8945402,698.1912668,712.4296665,729.8706781,746.2223428,761.4255664
